Token,Section,Matched Token,Similarity,Object ID,Title Text,Section ID
bit,The Art and Design of Utopian and Religious Communities,bit,1,29488,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26732,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26693,Iron Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26695,Snaffle Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26704,Iron Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26703,Spanish Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26705,Spade Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26718,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26721,Eagle Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26723,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26725,Spanish Spade Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26728,"""Sultan's"" Bit",1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26920,"""Loose Jawed"" Bit",1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26719,Bit with Curb,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26722,Eagle Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,21099,Bit and Countersink,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26692,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26696,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26706,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26716,Bridle Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26717,Spanish Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26727,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,29843,Wrought Iron Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,29844,Wrought Iron Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26694,Ring Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,21200,"""Jay Eye See"" Driving Bit",1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26707,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26726,Spade Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,29310,Ring Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26699,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26918,Roller Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,20971,Bit Brace,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26708,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26720,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26700,Spade Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26701,Spade Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26702,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,29258,Bar Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,21092,Brace and Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,26724,Bit,1
bit,The Art and Design of Utopian and Religious Communities,bit,1,29487,Bit,1
bit,Tools Hardware Firearms and Vehicles,bit,1,26713,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26710,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21095,Bit Brace,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26709,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26714,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26715,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26729,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26730,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26731,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26733,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26712,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21198,Cowboy's Hackamore Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21199,Bridle Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26691,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26697,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26698,Wrought Iron Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29488,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26732,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26693,Iron Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26695,Snaffle Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26704,Iron Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26703,Spanish Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26705,Spade Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26718,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26721,Eagle Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26723,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26725,Spanish Spade Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26728,"""Sultan's"" Bit",3
bit,Tools Hardware Firearms and Vehicles,bit,1,26920,"""Loose Jawed"" Bit",3
bit,Tools Hardware Firearms and Vehicles,bit,1,26719,Bit with Curb,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26722,Eagle Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21099,Bit and Countersink,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26692,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26696,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26706,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26716,Bridle Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26717,Spanish Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26727,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29843,Wrought Iron Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29844,Wrought Iron Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26694,Ring Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21200,"""Jay Eye See"" Driving Bit",3
bit,Tools Hardware Firearms and Vehicles,bit,1,26707,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26726,Spade Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29310,Ring Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26699,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26918,Roller Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,20971,Bit Brace,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26708,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26720,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26700,Spade Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26701,Spade Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26702,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29258,Bar Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,21092,Brace and Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,26724,Bit,3
bit,Tools Hardware Firearms and Vehicles,bit,1,29487,Bit,3
holder,Textiles Costume and Jewelry,holder,1,29740,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,22412,Pine Knot Flare Holder,0
holder,Textiles Costume and Jewelry,holder,1,23664,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,15868,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27945,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,28655,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,23136,Flower Holder,0
holder,Textiles Costume and Jewelry,holder,1,24242,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,26897,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,26898,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,23660,Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,21900,Flag Pole Holder,0
holder,Textiles Costume and Jewelry,holder,1,21298,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24746,Cast Iron Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,24240,Rush Light and Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24241,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24260,Miner's Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27876,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29622,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29753,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,26309,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,27926,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,26308,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,24293,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29624,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29625,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,25315,Pewter Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,22872,Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,26310,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,15882,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27867,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27882,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,21421,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,21284,Spiral Iron Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24690,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,24745,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,25552,Hummingbird Holder,0
holder,Textiles Costume and Jewelry,holder,1,25996,Silver Candlestick Holder,0
holder,Textiles Costume and Jewelry,holder,1,24256,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,25970,Silver Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,29851,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29852,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24694,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,24278,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27940,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27946,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,14497,Bouquet Holder,0
holder,Textiles Costume and Jewelry,holder,1,26927,Spool Holder,0
holder,Textiles Costume and Jewelry,holder,1,27207,Wooden Thread Holder,0
holder,Textiles Costume and Jewelry,holder,1,29142,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,23378,Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,24257,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,22344,Hose Holder,0
holder,Textiles Costume and Jewelry,holder,1,22345,Hose Holder,0
holder,Textiles Costume and Jewelry,holder,1,22348,Hose Holder for Hand Engine,0
holder,Textiles Costume and Jewelry,holder,1,25553,Sewing Holder,0
holder,Textiles Costume and Jewelry,holder,1,27575,"Doll in the ""Thimble Holder""",0
holder,Textiles Costume and Jewelry,holder,1,21949,Economy Sewing Supply Holder,0
holder,Textiles Costume and Jewelry,holder,1,15842,Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15866,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24245,Rush Light and Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27890,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27905,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27920,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,26563,Silver Holder,0
holder,Textiles Costume and Jewelry,holder,1,15654,Pa. German Flower Holder,0
holder,Textiles Costume and Jewelry,holder,1,26311,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,23304,Glass Celery Holder,0
holder,Textiles Costume and Jewelry,holder,1,26963,Utensil Holder,0
holder,Textiles Costume and Jewelry,holder,1,21273,Candlestick and Holder,0
holder,Textiles Costume and Jewelry,holder,1,27900,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15913,Conestoga Axe Holder,0
holder,Textiles Costume and Jewelry,holder,1,26939,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24247,Rush Burner Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24279,Brass Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24294,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,12268,Watch Holder,0
holder,Textiles Costume and Jewelry,holder,1,18828,Missal Holder,0
holder,Textiles Costume and Jewelry,holder,1,15831,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15867,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15879,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27916,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27948,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24246,Rush Holder with Candle Socket,0
holder,Textiles Costume and Jewelry,holder,1,29846,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24261,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24699,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,27868,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27930,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15830,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15844,German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15877,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,21271,Candlestick Holder,0
holder,Textiles Costume and Jewelry,holder,1,27906,Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27914,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,26312,Skewers and Holder,0
holder,Textiles Costume and Jewelry,holder,1,27887,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27889,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27895,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29620,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24288,Adjustable Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24289,Adjustable Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29149,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24251,Rush Holder,0
holder,Textiles Costume and Jewelry,holder,1,27910,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27947,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27967,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,26899,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29848,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29849,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29850,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,21677,Cup Holder,0
holder,Textiles Costume and Jewelry,holder,1,27886,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29621,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15869,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15870,Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24238,Candle and Rush Light Holder,0
holder,Textiles Costume and Jewelry,holder,1,24239,Rush and Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24249,Candle and Rush Light Holder,0
holder,Textiles Costume and Jewelry,holder,1,27896,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27921,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27874,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27911,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27944,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27965,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,25610,Silver Bird Sewing Holder,0
holder,Textiles Costume and Jewelry,holder,1,24119,Knitting Needle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27966,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15912,Conestoga Axe Holder,0
holder,Textiles Costume and Jewelry,holder,1,24250,Rush Holder,0
holder,Textiles Costume and Jewelry,holder,1,24228,Horse Shoe Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27942,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24277,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,23389,Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,27913,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15843,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24700,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,27875,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27931,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27943,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,29626,Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27968,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24248,Combination Rush/Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,25327,Pillow Sham Holder,0
holder,Textiles Costume and Jewelry,holder,1,26580,Silver Glass Holder,0
holder,Textiles Costume and Jewelry,holder,1,23647,Glass Flower Holder,0
holder,Textiles Costume and Jewelry,holder,1,14211,Bootjack & Slipper-Holder,0
holder,Textiles Costume and Jewelry,holder,1,24831,Naval Primer Holder,0
holder,Textiles Costume and Jewelry,holder,1,23372,Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,24295,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,27885,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27928,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27909,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15864,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24252,Rush Light Holder,0
holder,Textiles Costume and Jewelry,holder,1,27852,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27927,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27964,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27998,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,16078,Zoar Thread Holder,0
holder,Textiles Costume and Jewelry,holder,1,27904,Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15865,Pa. German Flat-iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,23306,Celery Holder,0
holder,Textiles Costume and Jewelry,holder,1,25613,Pincushion and Thread Holder,0
holder,Textiles Costume and Jewelry,holder,1,27891,Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,23357,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,23442,Celery Holder,0
holder,Textiles Costume and Jewelry,holder,1,15878,Pa. German Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,15880,Pa. German Flatiron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27888,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,27923,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,21304,Pewter Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,14496,Bouquet Holder,0
holder,Textiles Costume and Jewelry,holder,1,25969,Silver Spoon Holder,0
holder,Textiles Costume and Jewelry,holder,1,24698,Match Holder,0
holder,Textiles Costume and Jewelry,holder,1,24604,Combination Lamp/Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,23899,Cast Iron Urn Holder,0
holder,Textiles Costume and Jewelry,holder,1,19686,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,18825,Missal Holder,0
holder,Textiles Costume and Jewelry,holder,1,27869,Flat Iron Holder,0
holder,Textiles Costume and Jewelry,holder,1,24254,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24259,Miner's Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,20271,Knife and Fork Holder,0
holder,Textiles Costume and Jewelry,holder,1,24244,Rush Holder with Candle Socket,0
holder,Textiles Costume and Jewelry,holder,1,22343,Hose Holder,0
holder,Textiles Costume and Jewelry,holder,1,14678,Watch Holder,0
holder,Textiles Costume and Jewelry,holder,1,26896,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,29847,Cut Tin Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24128,Candle Holder,0
holder,Textiles Costume and Jewelry,holder,1,24135,Candle Holder,0
holder,Domestic Utensils,holder,1,29740,Candle Holder,4
holder,Domestic Utensils,holder,1,22412,Pine Knot Flare Holder,4
holder,Domestic Utensils,holder,1,23664,Match Holder,4
holder,Domestic Utensils,holder,1,15868,Pa. German Flat-iron Holder,4
holder,Domestic Utensils,holder,1,27945,Flat Iron Holder,4
holder,Domestic Utensils,holder,1,28655,Skewers and Holder,4
holder,Domestic Utensils,holder,1,23136,Flower Holder,4
holder,Domestic Utensils,holder,1,24242,Candle Holder,4
holder,Domestic Utensils,holder,1,26897,Candle Holder,4
holder,Domestic Utensils,holder,1,26898,Candle Holder,4
holder,Domestic Utensils,holder,1,23660,Spoon Holder,4
holder,Domestic Utensils,holder,1,21900,Flag Pole Holder,4
holder,Domestic Utensils,holder,1,21298,Candle Holder,4
holder,Domestic Utensils,holder,1,24746,Cast Iron Match Holder,4
holder,Domestic Utensils,holder,1,24240,Rush Light and Candle Holder,4
holder,Domestic Utensils,holder,1,24241,Candle Holder,4
holder,Domestic Utensils,holder,1,24260,Miner's Candle Holder,4
holder,Domestic Utensils,holder,1,27876,Flat Iron Holder,4
holder,Domestic Utensils,holder,1,29622,Flatiron Holder,4
holder,Domestic Utensils,holder,1,29753,Candle Holder,4
holder,Domestic Utensils,holder,1,26309,Skewers and Holder,4
holder,Domestic Utensils,holder,1,27926,Flat Iron Holder,4
holder,Domestic Utensils,holder,1,26308,Skewers and Holder,4
holder,Domestic Utensils,holder,1,24293,Candle Holder,4
